文件名	全国图鉴编号	形态编号	性别编号	极巨化状态	霜奶仙编号	前后状态	异色状态	神奇宝贝百科编号
poke_icon_0188_000_mf_n_00000000_f_n^u.png	188	0	mf	n	00000000	f	n	188
poke_icon_0189_000_mf_n_00000000_f_n^u.png	189	0	mf	n	00000000	f	n	189
poke_icon_0190_000_fd_n_00000000_f_n^u.png	190	0	fd	n	00000000	f	n	190F
poke_icon_0190_000_md_n_00000000_f_n^u.png	190	0	md	n	00000000	f	n	190
poke_icon_0191_000_mf_n_00000000_f_n^u.png	191	0	mf	n	00000000	f	n	191
poke_icon_0192_000_mf_n_00000000_f_n^u.png	192	0	mf	n	00000000	f	n	192
poke_icon_0193_000_mf_n_00000000_f_n^u.png	193	0	mf	n	00000000	f	n	193
poke_icon_0194_000_fd_n_00000000_f_n^u.png	194	0	fd	n	00000000	f	n	194F
poke_icon_0194_000_md_n_00000000_f_n^u.png	194	0	md	n	00000000	f	n	194
poke_icon_0194_001_mf_n_00000000_f_n^u.png	194	1	mf	n	00000000	f	n	194P
poke_icon_0195_000_fd_n_00000000_f_n^u.png	195	0	fd	n	00000000	f	n	195F
poke_icon_0195_000_md_n_00000000_f_n^u.png	195	0	md	n	00000000	f	n	195
poke_icon_0196_000_mf_n_00000000_f_n^u.png	196	0	mf	n	00000000	f	n	196
poke_icon_0197_000_mf_n_00000000_f_n^u.png	197	0	mf	n	00000000	f	n	197
poke_icon_0198_000_fd_n_00000000_f_n^u.png	198	0	fd	n	00000000	f	n	198F
poke_icon_0198_000_md_n_00000000_f_n^u.png	198	0	md	n	00000000	f	n	198
poke_icon_0199_000_mf_n_00000000_f_n^u.png	199	0	mf	n	00000000	f	n	199
poke_icon_0199_001_mf_n_00000000_f_n^u.png	199	1	mf	n	00000000	f	n	199G
poke_icon_0200_000_mf_n_00000000_f_n^u.png	200	0	mf	n	00000000	f	n	200
poke_icon_0201_000_uk_n_00000000_f_n^u.png	201	0	uk	n	00000000	f	n	201
poke_icon_0201_001_uk_n_00000000_f_n^u.png	201	1	uk	n	00000000	f	n	201B
poke_icon_0201_002_uk_n_00000000_f_n^u.png	201	2	uk	n	00000000	f	n	201C
poke_icon_0201_003_uk_n_00000000_f_n^u.png	201	3	uk	n	00000000	f	n	201D
poke_icon_0201_004_uk_n_00000000_f_n^u.png	201	4	uk	n	00000000	f	n	201E
poke_icon_0201_005_uk_n_00000000_f_n^u.png	201	5	uk	n	00000000	f	n	201F
poke_icon_0201_006_uk_n_00000000_f_n^u.png	201	6	uk	n	00000000	f	n	201G
poke_icon_0201_007_uk_n_00000000_f_n^u.png	201	7	uk	n	00000000	f	n	201H
poke_icon_0201_008_uk_n_00000000_f_n^u.png	201	8	uk	n	00000000	f	n	201I
poke_icon_0201_009_uk_n_00000000_f_n^u.png	201	9	uk	n	00000000	f	n	201J
poke_icon_0201_010_uk_n_00000000_f_n^u.png	201	10	uk	n	00000000	f	n	201K
poke_icon_0201_011_uk_n_00000000_f_n^u.png	201	11	uk	n	00000000	f	n	201L
poke_icon_0201_012_uk_n_00000000_f_n^u.png	201	12	uk	n	00000000	f	n	201M
poke_icon_0201_013_uk_n_00000000_f_n^u.png	201	13	uk	n	00000000	f	n	201N
poke_icon_0201_014_uk_n_00000000_f_n^u.png	201	14	uk	n	00000000	f	n	201O
poke_icon_0201_015_uk_n_00000000_f_n^u.png	201	15	uk	n	00000000	f	n	201P
poke_icon_0201_016_uk_n_00000000_f_n^u.png	201	16	uk	n	00000000	f	n	201Q
poke_icon_0201_017_uk_n_00000000_f_n^u.png	201	17	uk	n	00000000	f	n	201R
poke_icon_0201_018_uk_n_00000000_f_n^u.png	201	18	uk	n	00000000	f	n	201S
poke_icon_0201_019_uk_n_00000000_f_n^u.png	201	19	uk	n	00000000	f	n	201T
poke_icon_0201_020_uk_n_00000000_f_n^u.png	201	20	uk	n	00000000	f	n	201U
poke_icon_0201_021_uk_n_00000000_f_n^u.png	201	21	uk	n	00000000	f	n	201V
poke_icon_0201_022_uk_n_00000000_f_n^u.png	201	22	uk	n	00000000	f	n	201W
poke_icon_0201_023_uk_n_00000000_f_n^u.png	201	23	uk	n	00000000	f	n	201X
poke_icon_0201_024_uk_n_00000000_f_n^u.png	201	24	uk	n	00000000	f	n	201Y
poke_icon_0201_025_uk_n_00000000_f_n^u.png	201	25	uk	n	00000000	f	n	201Z
poke_icon_0201_026_uk_n_00000000_f_n^u.png	201	26	uk	n	00000000	f	n	201EX
poke_icon_0201_027_uk_n_00000000_f_n^u.png	201	27	uk	n	00000000	f	n	201QU
poke_icon_0202_000_fd_n_00000000_f_n^u.png	202	0	fd	n	00000000	f	n	202F
poke_icon_0202_000_md_n_00000000_f_n^u.png	202	0	md	n	00000000	f	n	202
poke_icon_0203_000_fd_n_00000000_f_n^u.png	203	0	fd	n	00000000	f	n	203F
poke_icon_0203_000_md_n_00000000_f_n^u.png	203	0	md	n	00000000	f	n	203
poke_icon_0204_000_mf_n_00000000_f_n^u.png	204	0	mf	n	00000000	f	n	204
poke_icon_0205_000_mf_n_00000000_f_n^u.png	205	0	mf	n	00000000	f	n	205
poke_icon_0206_000_mf_n_00000000_f_n^u.png	206	0	mf	n	00000000	f	n	206
poke_icon_0207_000_fd_n_00000000_f_n^u.png	207	0	fd	n	00000000	f	n	207F
poke_icon_0207_000_md_n_00000000_f_n^u.png	207	0	md	n	00000000	f	n	207
poke_icon_0208_000_fd_n_00000000_f_n^u.png	208	0	fd	n	00000000	f	n	208F
poke_icon_0208_000_md_n_00000000_f_n^u.png	208	0	md	n	00000000	f	n	208
poke_icon_0208_001_mf_n_00000000_f_n^u.png	208	1	mf	n	00000000	f	n	208M
poke_icon_0209_000_mf_n_00000000_f_n^u.png	209	0	mf	n	00000000	f	n	209
poke_icon_0210_000_mf_n_00000000_f_n^u.png	210	0	mf	n	00000000	f	n	210
poke_icon_0211_000_mf_n_00000000_f_n^u.png	211	0	mf	n	00000000	f	n	211
poke_icon_0211_001_mf_n_00000000_f_n^u.png	211	1	mf	n	00000000	f	n	211H
poke_icon_0212_000_fd_n_00000000_f_n^u.png	212	0	fd	n	00000000	f	n	212F
poke_icon_0212_000_md_n_00000000_f_n^u.png	212	0	md	n	00000000	f	n	212
poke_icon_0212_001_mf_n_00000000_f_n^u.png	212	1	mf	n	00000000	f	n	212M
poke_icon_0213_000_mf_n_00000000_f_n^u.png	213	0	mf	n	00000000	f	n	213
poke_icon_0214_000_fd_n_00000000_f_n^u.png	214	0	fd	n	00000000	f	n	214F
poke_icon_0214_000_md_n_00000000_f_n^u.png	214	0	md	n	00000000	f	n	214
poke_icon_0214_001_mf_n_00000000_f_n^u.png	214	1	mf	n	00000000	f	n	214M
poke_icon_0215_000_fd_n_00000000_f_n^u.png	215	0	fd	n	00000000	f	n	215F
poke_icon_0215_000_md_n_00000000_f_n^u.png	215	0	md	n	00000000	f	n	215
poke_icon_0215_001_fd_n_00000000_f_n^u.png	215	1	fd	n	00000000	f	n	215HF
poke_icon_0215_001_md_n_00000000_f_n^u.png	215	1	md	n	00000000	f	n	215H
poke_icon_0216_000_mf_n_00000000_f_n^u.png	216	0	mf	n	00000000	f	n	216
poke_icon_0217_000_fd_n_00000000_f_n^u.png	217	0	fd	n	00000000	f	n	217F
poke_icon_0217_000_md_n_00000000_f_n^u.png	217	0	md	n	00000000	f	n	217
poke_icon_0218_000_mf_n_00000000_f_n^u.png	218	0	mf	n	00000000	f	n	218
poke_icon_0219_000_mf_n_00000000_f_n^u.png	219	0	mf	n	00000000	f	n	219
poke_icon_0220_000_mf_n_00000000_f_n^u.png	220	0	mf	n	00000000	f	n	220
poke_icon_0221_000_fd_n_00000000_f_n^u.png	221	0	fd	n	00000000	f	n	221F
poke_icon_0221_000_md_n_00000000_f_n^u.png	221	0	md	n	00000000	f	n	221
poke_icon_0222_000_mf_n_00000000_f_n^u.png	222	0	mf	n	00000000	f	n	222
poke_icon_0222_001_mf_n_00000000_f_n^u.png	222	1	mf	n	00000000	f	n	222G
poke_icon_0223_000_mf_n_00000000_f_n^u.png	223	0	mf	n	00000000	f	n	223
poke_icon_0224_000_fd_n_00000000_f_n^u.png	224	0	fd	n	00000000	f	n	224F
poke_icon_0224_000_md_n_00000000_f_n^u.png	224	0	md	n	00000000	f	n	224
poke_icon_0225_000_mf_n_00000000_f_n^u.png	225	0	mf	n	00000000	f	n	225
poke_icon_0226_000_mf_n_00000000_f_n^u.png	226	0	mf	n	00000000	f	n	226
poke_icon_0227_000_mf_n_00000000_f_n^u.png	227	0	mf	n	00000000	f	n	227
poke_icon_0228_000_mf_n_00000000_f_n^u.png	228	0	mf	n	00000000	f	n	228
poke_icon_0229_000_fd_n_00000000_f_n^u.png	229	0	fd	n	00000000	f	n	229F
poke_icon_0229_000_md_n_00000000_f_n^u.png	229	0	md	n	00000000	f	n	229
poke_icon_0229_001_mf_n_00000000_f_n^u.png	229	1	mf	n	00000000	f	n	229M
poke_icon_0230_000_mf_n_00000000_f_n^u.png	230	0	mf	n	00000000	f	n	230
poke_icon_0231_000_mf_n_00000000_f_n^u.png	231	0	mf	n	00000000	f	n	231
poke_icon_0232_000_fd_n_00000000_f_n^u.png	232	0	fd	n	00000000	f	n	232F
poke_icon_0232_000_md_n_00000000_f_n^u.png	232	0	md	n	00000000	f	n	232
poke_icon_0233_000_uk_n_00000000_f_n^u.png	233	0	uk	n	00000000	f	n	233
poke_icon_0234_000_mf_n_00000000_f_n^u.png	234	0	mf	n	00000000	f	n	234
poke_icon_0235_000_mf_n_00000000_f_n^u.png	235	0	mf	n	00000000	f	n	235
poke_icon_0236_000_mo_n_00000000_f_n^u.png	236	0	mo	n	00000000	f	n	236
poke_icon_0237_000_mo_n_00000000_f_n^u.png	237	0	mo	n	00000000	f	n	237
poke_icon_0238_000_fo_n_00000000_f_n^u.png	238	0	fo	n	00000000	f	n	238
poke_icon_0239_000_mf_n_00000000_f_n^u.png	239	0	mf	n	00000000	f	n	239
poke_icon_0240_000_mf_n_00000000_f_n^u.png	240	0	mf	n	00000000	f	n	240
poke_icon_0241_000_fo_n_00000000_f_n^u.png	241	0	fo	n	00000000	f	n	241
poke_icon_0242_000_fo_n_00000000_f_n^u.png	242	0	fo	n	00000000	f	n	242
poke_icon_0243_000_uk_n_00000000_f_n^u.png	243	0	uk	n	00000000	f	n	243
poke_icon_0244_000_uk_n_00000000_f_n^u.png	244	0	uk	n	00000000	f	n	244
poke_icon_0245_000_uk_n_00000000_f_n^u.png	245	0	uk	n	00000000	f	n	245
poke_icon_0246_000_mf_n_00000000_f_n^u.png	246	0	mf	n	00000000	f	n	246
poke_icon_0247_000_mf_n_00000000_f_n^u.png	247	0	mf	n	00000000	f	n	247
poke_icon_0248_000_mf_n_00000000_f_n^u.png	248	0	mf	n	00000000	f	n	248
poke_icon_0248_001_mf_n_00000000_f_n^u.png	248	1	mf	n	00000000	f	n	248M
poke_icon_0249_000_uk_n_00000000_f_n^u.png	249	0	uk	n	00000000	f	n	249
poke_icon_0250_000_uk_n_00000000_f_n^u.png	250	0	uk	n	00000000	f	n	250
poke_icon_0251_000_uk_n_00000000_f_n^u.png	251	0	uk	n	00000000	f	n	251
poke_icon_0252_000_mf_n_00000000_f_n^u.png	252	0	mf	n	00000000	f	n	252
poke_icon_0253_000_mf_n_00000000_f_n^u.png	253	0	mf	n	00000000	f	n	253
poke_icon_0254_000_mf_n_00000000_f_n^u.png	254	0	mf	n	00000000	f	n	254
poke_icon_0254_001_mf_n_00000000_f_n^u.png	254	1	mf	n	00000000	f	n	254M
poke_icon_0255_000_fd_n_00000000_f_n^u.png	255	0	fd	n	00000000	f	n	255
poke_icon_0256_000_fd_n_00000000_f_n^u.png	256	0	fd	n	00000000	f	n	256F
poke_icon_0256_000_md_n_00000000_f_n^u.png	256	0	md	n	00000000	f	n	256
poke_icon_0257_000_fd_n_00000000_f_n^u.png	257	0	fd	n	00000000	f	n	257F
poke_icon_0257_000_md_n_00000000_f_n^u.png	257	0	md	n	00000000	f	n	257
poke_icon_0257_001_mf_n_00000000_f_n^u.png	257	1	mf	n	00000000	f	n	257M
poke_icon_0258_000_mf_n_00000000_f_n^u.png	258	0	mf	n	00000000	f	n	258
poke_icon_0259_000_mf_n_00000000_f_n^u.png	259	0	mf	n	00000000	f	n	259
poke_icon_0260_000_mf_n_00000000_f_n^u.png	260	0	mf	n	00000000	f	n	260
poke_icon_0260_001_mf_n_00000000_f_n^u.png	260	1	mf	n	00000000	f	n	260M
poke_icon_0261_000_mf_n_00000000_f_n^u.png	261	0	mf	n	00000000	f	n	261
poke_icon_0262_000_mf_n_00000000_f_n^u.png	262	0	mf	n	00000000	f	n	262
poke_icon_0263_000_mf_n_00000000_f_n^u.png	263	0	mf	n	00000000	f	n	263
poke_icon_0263_001_mf_n_00000000_f_n^u.png	263	1	mf	n	00000000	f	n	263G
poke_icon_0264_000_mf_n_00000000_f_n^u.png	264	0	mf	n	00000000	f	n	264
poke_icon_0264_001_mf_n_00000000_f_n^u.png	264	1	mf	n	00000000	f	n	264G
poke_icon_0265_000_mf_n_00000000_f_n^u.png	265	0	mf	n	00000000	f	n	265
poke_icon_0266_000_mf_n_00000000_f_n^u.png	266	0	mf	n	00000000	f	n	266
poke_icon_0267_000_fd_n_00000000_f_n^u.png	267	0	fd	n	00000000	f	n	267F
poke_icon_0267_000_md_n_00000000_f_n^u.png	267	0	md	n	00000000	f	n	267
poke_icon_0268_000_mf_n_00000000_f_n^u.png	268	0	mf	n	00000000	f	n	268
poke_icon_0269_000_fd_n_00000000_f_n^u.png	269	0	fd	n	00000000	f	n	269F
poke_icon_0269_000_md_n_00000000_f_n^u.png	269	0	md	n	00000000	f	n	269
poke_icon_0270_000_mf_n_00000000_f_n^u.png	270	0	mf	n	00000000	f	n	270
poke_icon_0271_000_mf_n_00000000_f_n^u.png	271	0	mf	n	00000000	f	n	271
poke_icon_0272_000_fd_n_00000000_f_n^u.png	272	0	fd	n	00000000	f	n	272F
poke_icon_0272_000_md_n_00000000_f_n^u.png	272	0	md	n	00000000	f	n	272
poke_icon_0273_000_mf_n_00000000_f_n^u.png	273	0	mf	n	00000000	f	n	273
poke_icon_0274_000_fd_n_00000000_f_n^u.png	274	0	fd	n	00000000	f	n	274F
poke_icon_0274_000_md_n_00000000_f_n^u.png	274	0	md	n	00000000	f	n	274
poke_icon_0275_000_fd_n_00000000_f_n^u.png	275	0	fd	n	00000000	f	n	275F
poke_icon_0275_000_md_n_00000000_f_n^u.png	275	0	md	n	00000000	f	n	275
poke_icon_0276_000_mf_n_00000000_f_n^u.png	276	0	mf	n	00000000	f	n	276
poke_icon_0277_000_mf_n_00000000_f_n^u.png	277	0	mf	n	00000000	f	n	277
poke_icon_0278_000_mf_n_00000000_f_n^u.png	278	0	mf	n	00000000	f	n	278
poke_icon_0279_000_mf_n_00000000_f_n^u.png	279	0	mf	n	00000000	f	n	279
poke_icon_0280_000_mf_n_00000000_f_n^u.png	280	0	mf	n	00000000	f	n	280
poke_icon_0281_000_mf_n_00000000_f_n^u.png	281	0	mf	n	00000000	f	n	281
poke_icon_0282_000_mf_n_00000000_f_n^u.png	282	0	mf	n	00000000	f	n	282
poke_icon_0282_001_mf_n_00000000_f_n^u.png	282	1	mf	n	00000000	f	n	282M
poke_icon_0283_000_mf_n_00000000_f_n^u.png	283	0	mf	n	00000000	f	n	283
poke_icon_0284_000_mf_n_00000000_f_n^u.png	284	0	mf	n	00000000	f	n	284
poke_icon_0285_000_mf_n_00000000_f_n^u.png	285	0	mf	n	00000000	f	n	285
poke_icon_0286_000_mf_n_00000000_f_n^u.png	286	0	mf	n	00000000	f	n	286
poke_icon_0287_000_mf_n_00000000_f_n^u.png	287	0	mf	n	00000000	f	n	287
poke_icon_0288_000_mf_n_00000000_f_n^u.png	288	0	mf	n	00000000	f	n	288
poke_icon_0289_000_mf_n_00000000_f_n^u.png	289	0	mf	n	00000000	f	n	289
poke_icon_0290_000_mf_n_00000000_f_n^u.png	290	0	mf	n	00000000	f	n	290
poke_icon_0291_000_mf_n_00000000_f_n^u.png	291	0	mf	n	00000000	f	n	291
poke_icon_0292_000_uk_n_00000000_f_n^u.png	292	0	uk	n	00000000	f	n	292
poke_icon_0293_000_mf_n_00000000_f_n^u.png	293	0	mf	n	00000000	f	n	293
poke_icon_0294_000_mf_n_00000000_f_n^u.png	294	0	mf	n	00000000	f	n	294
poke_icon_0295_000_mf_n_00000000_f_n^u.png	295	0	mf	n	00000000	f	n	295
poke_icon_0296_000_mf_n_00000000_f_n^u.png	296	0	mf	n	00000000	f	n	296
poke_icon_0297_000_mf_n_00000000_f_n^u.png	297	0	mf	n	00000000	f	n	297
poke_icon_0298_000_mf_n_00000000_f_n^u.png	298	0	mf	n	00000000	f	n	298
poke_icon_0299_000_mf_n_00000000_f_n^u.png	299	0	mf	n	00000000	f	n	299
poke_icon_0300_000_mf_n_00000000_f_n^u.png	300	0	mf	n	00000000	f	n	300
poke_icon_0301_000_mf_n_00000000_f_n^u.png	301	0	mf	n	00000000	f	n	301
poke_icon_0302_000_mf_n_00000000_f_n^u.png	302	0	mf	n	00000000	f	n	302
poke_icon_0302_001_mf_n_00000000_f_n^u.png	302	1	mf	n	00000000	f	n	302M
poke_icon_0303_000_mf_n_00000000_f_n^u.png	303	0	mf	n	00000000	f	n	303
poke_icon_0303_001_mf_n_00000000_f_n^u.png	303	1	mf	n	00000000	f	n	303M
poke_icon_0304_000_mf_n_00000000_f_n^u.png	304	0	mf	n	00000000	f	n	304
poke_icon_0305_000_mf_n_00000000_f_n^u.png	305	0	mf	n	00000000	f	n	305
poke_icon_0306_000_mf_n_00000000_f_n^u.png	306	0	mf	n	00000000	f	n	306
poke_icon_0306_001_mf_n_00000000_f_n^u.png	306	1	mf	n	00000000	f	n	306M
poke_icon_0307_000_fd_n_00000000_f_n^u.png	307	0	fd	n	00000000	f	n	307F
poke_icon_0307_000_md_n_00000000_f_n^u.png	307	0	md	n	00000000	f	n	307
poke_icon_0308_000_fd_n_00000000_f_n^u.png	308	0	fd	n	00000000	f	n	308F
poke_icon_0308_000_md_n_00000000_f_n^u.png	308	0	md	n	00000000	f	n	308
poke_icon_0308_001_mf_n_00000000_f_n^u.png	308	1	mf	n	00000000	f	n	308M
poke_icon_0309_000_mf_n_00000000_f_n^u.png	309	0	mf	n	00000000	f	n	309
poke_icon_0310_000_mf_n_00000000_f_n^u.png	310	0	mf	n	00000000	f	n	310
poke_icon_0310_001_mf_n_00000000_f_n^u.png	310	1	mf	n	00000000	f	n	310M
poke_icon_0311_000_mf_n_00000000_f_n^u.png	311	0	mf	n	00000000	f	n	311
poke_icon_0312_000_mf_n_00000000_f_n^u.png	312	0	mf	n	00000000	f	n	312
poke_icon_0313_000_mo_n_00000000_f_n^u.png	313	0	mo	n	00000000	f	n	313
poke_icon_0314_000_fo_n_00000000_f_n^u.png	314	0	fo	n	00000000	f	n	314
poke_icon_0315_000_fd_n_00000000_f_n^u.png	315	0	fd	n	00000000	f	n	315F
poke_icon_0315_000_md_n_00000000_f_n^u.png	315	0	md	n	00000000	f	n	315
poke_icon_0316_000_fd_n_00000000_f_n^u.png	316	0	fd	n	00000000	f	n	316F
poke_icon_0316_000_md_n_00000000_f_n^u.png	316	0	md	n	00000000	f	n	316
poke_icon_0317_000_fd_n_00000000_f_n^u.png	317	0	fd	n	00000000	f	n	317F
poke_icon_0317_000_md_n_00000000_f_n^u.png	317	0	md	n	00000000	f	n	317
poke_icon_0318_000_mf_n_00000000_f_n^u.png	318	0	mf	n	00000000	f	n	318
poke_icon_0319_000_mf_n_00000000_f_n^u.png	319	0	mf	n	00000000	f	n	319
poke_icon_0319_001_mf_n_00000000_f_n^u.png	319	1	mf	n	00000000	f	n	319M
poke_icon_0320_000_mf_n_00000000_f_n^u.png	320	0	mf	n	00000000	f	n	320
poke_icon_0321_000_mf_n_00000000_f_n^u.png	321	0	mf	n	00000000	f	n	321
poke_icon_0322_000_fd_n_00000000_f_n^u.png	322	0	fd	n	00000000	f	n	322F
poke_icon_0322_000_md_n_00000000_f_n^u.png	322	0	md	n	00000000	f	n	322
poke_icon_0323_000_fd_n_00000000_f_n^u.png	323	0	fd	n	00000000	f	n	323F
poke_icon_0323_000_md_n_00000000_f_n^u.png	323	0	md	n	00000000	f	n	323
poke_icon_0323_001_mf_n_00000000_f_n^u.png	323	1	mf	n	00000000	f	n	323M
poke_icon_0324_000_mf_n_00000000_f_n^u.png	324	0	mf	n	00000000	f	n	324
poke_icon_0325_000_mf_n_00000000_f_n^u.png	325	0	mf	n	00000000	f	n	325
poke_icon_0326_000_mf_n_00000000_f_n^u.png	326	0	mf	n	00000000	f	n	326
poke_icon_0327_000_mf_n_00000000_f_n^u.png	327	0	mf	n	00000000	f	n	327
poke_icon_0328_000_mf_n_00000000_f_n^u.png	328	0	mf	n	00000000	f	n	328
poke_icon_0329_000_mf_n_00000000_f_n^u.png	329	0	mf	n	00000000	f	n	329
poke_icon_0330_000_mf_n_00000000_f_n^u.png	330	0	mf	n	00000000	f	n	330
poke_icon_0331_000_mf_n_00000000_f_n^u.png	331	0	mf	n	00000000	f	n	331
poke_icon_0332_000_fd_n_00000000_f_n^u.png	332	0	fd	n	00000000	f	n	332F
poke_icon_0332_000_md_n_00000000_f_n^u.png	332	0	md	n	00000000	f	n	332
poke_icon_0333_000_mf_n_00000000_f_n^u.png	333	0	mf	n	00000000	f	n	333
poke_icon_0334_000_mf_n_00000000_f_n^u.png	334	0	mf	n	00000000	f	n	334
poke_icon_0334_001_mf_n_00000000_f_n^u.png	334	1	mf	n	00000000	f	n	334M
poke_icon_0335_000_mf_n_00000000_f_n^u.png	335	0	mf	n	00000000	f	n	335
poke_icon_0336_000_mf_n_00000000_f_n^u.png	336	0	mf	n	00000000	f	n	336
poke_icon_0337_000_uk_n_00000000_f_n^u.png	337	0	uk	n	00000000	f	n	337
poke_icon_0338_000_uk_n_00000000_f_n^u.png	338	0	uk	n	00000000	f	n	338
poke_icon_0339_000_mf_n_00000000_f_n^u.png	339	0	mf	n	00000000	f	n	339
poke_icon_0340_000_mf_n_00000000_f_n^u.png	340	0	mf	n	00000000	f	n	340
poke_icon_0341_000_mf_n_00000000_f_n^u.png	341	0	mf	n	00000000	f	n	341
poke_icon_0342_000_mf_n_00000000_f_n^u.png	342	0	mf	n	00000000	f	n	342
poke_icon_0343_000_uk_n_00000000_f_n^u.png	343	0	uk	n	00000000	f	n	343
poke_icon_0344_000_uk_n_00000000_f_n^u.png	344	0	uk	n	00000000	f	n	344
poke_icon_0345_000_mf_n_00000000_f_n^u.png	345	0	mf	n	00000000	f	n	345
poke_icon_0346_000_mf_n_00000000_f_n^u.png	346	0	mf	n	00000000	f	n	346
poke_icon_0347_000_mf_n_00000000_f_n^u.png	347	0	mf	n	00000000	f	n	347
poke_icon_0348_000_mf_n_00000000_f_n^u.png	348	0	mf	n	00000000	f	n	348
poke_icon_0349_000_mf_n_00000000_f_n^u.png	349	0	mf	n	00000000	f	n	349
poke_icon_0350_000_fd_n_00000000_f_n^u.png	350	0	fd	n	00000000	f	n	350F
poke_icon_0350_000_md_n_00000000_f_n^u.png	350	0	md	n	00000000	f	n	350
poke_icon_0351_000_mf_n_00000000_f_n^u.png	351	0	mf	n	00000000	f	n	351
poke_icon_0351_001_mf_n_00000000_f_n^u.png	351	1	mf	n	00000000	f	n	351S
poke_icon_0351_002_mf_n_00000000_f_n^u.png	351	2	mf	n	00000000	f	n	351R
poke_icon_0351_003_mf_n_00000000_f_n^u.png	351	3	mf	n	00000000	f	n	351H
poke_icon_0352_000_mf_n_00000000_f_n^u.png	352	0	mf	n	00000000	f	n	352
poke_icon_0353_000_mf_n_00000000_f_n^u.png	353	0	mf	n	00000000	f	n	353
poke_icon_0354_000_mf_n_00000000_f_n^u.png	354	0	mf	n	00000000	f	n	354
poke_icon_0354_001_mf_n_00000000_f_n^u.png	354	1	mf	n	00000000	f	n	354M
poke_icon_0355_000_mf_n_00000000_f_n^u.png	355	0	mf	n	00000000	f	n	355
poke_icon_0356_000_mf_n_00000000_f_n^u.png	356	0	mf	n	00000000	f	n	356
poke_icon_0357_000_mf_n_00000000_f_n^u.png	357	0	mf	n	00000000	f	n	357
poke_icon_0358_000_mf_n_00000000_f_n^u.png	358	0	mf	n	00000000	f	n	358
poke_icon_0359_000_mf_n_00000000_f_n^u.png	359	0	mf	n	00000000	f	n	359
poke_icon_0359_001_mf_n_00000000_f_n^u.png	359	1	mf	n	00000000	f	n	359M
poke_icon_0360_000_mf_n_00000000_f_n^u.png	360	0	mf	n	00000000	f	n	360
poke_icon_0361_000_mf_n_00000000_f_n^u.png	361	0	mf	n	00000000	f	n	361
poke_icon_0362_000_mf_n_00000000_f_n^u.png	362	0	mf	n	00000000	f	n	362
poke_icon_0362_001_mf_n_00000000_f_n^u.png	362	1	mf	n	00000000	f	n	362M
poke_icon_0363_000_mf_n_00000000_f_n^u.png	363	0	mf	n	00000000	f	n	363
poke_icon_0364_000_mf_n_00000000_f_n^u.png	364	0	mf	n	00000000	f	n	364
poke_icon_0365_000_mf_n_00000000_f_n^u.png	365	0	mf	n	00000000	f	n	365
poke_icon_0366_000_mf_n_00000000_f_n^u.png	366	0	mf	n	00000000	f	n	366
poke_icon_0367_000_mf_n_00000000_f_n^u.png	367	0	mf	n	00000000	f	n	367
poke_icon_0368_000_mf_n_00000000_f_n^u.png	368	0	mf	n	00000000	f	n	368
poke_icon_0369_000_fd_n_00000000_f_n^u.png	369	0	fd	n	00000000	f	n	369F
poke_icon_0369_000_md_n_00000000_f_n^u.png	369	0	md	n	00000000	f	n	369
poke_icon_0370_000_mf_n_00000000_f_n^u.png	370	0	mf	n	00000000	f	n	370
poke_icon_0371_000_mf_n_00000000_f_n^u.png	371	0	mf	n	00000000	f	n	371
poke_icon_0372_000_mf_n_00000000_f_n^u.png	372	0	mf	n	00000000	f	n	372
poke_icon_0373_000_mf_n_00000000_f_n^u.png	373	0	mf	n	00000000	f	n	373
poke_icon_0373_001_mf_n_00000000_f_n^u.png	373	1	mf	n	00000000	f	n	373M
poke_icon_0374_000_uk_n_00000000_f_n^u.png	374	0	uk	n	00000000	f	n	374
poke_icon_0375_000_uk_n_00000000_f_n^u.png	375	0	uk	n	00000000	f	n	375
poke_icon_0376_000_uk_n_00000000_f_n^u.png	376	0	uk	n	00000000	f	n	376
poke_icon_0376_001_uk_n_00000000_f_n^u.png	376	1	uk	n	00000000	f	n	376M
poke_icon_0377_000_uk_n_00000000_f_n^u.png	377	0	uk	n	00000000	f	n	377
poke_icon_0378_000_uk_n_00000000_f_n^u.png	378	0	uk	n	00000000	f	n	378
poke_icon_0379_000_uk_n_00000000_f_n^u.png	379	0	uk	n	00000000	f	n	379
poke_icon_0380_000_fo_n_00000000_f_n^u.png	380	0	fo	n	00000000	f	n	380
poke_icon_0380_001_fo_n_00000000_f_n^u.png	380	1	fo	n	00000000	f	n	380M
poke_icon_0381_000_mo_n_00000000_f_n^u.png	381	0	mo	n	00000000	f	n	381
poke_icon_0381_001_mo_n_00000000_f_n^u.png	381	1	mo	n	00000000	f	n	381M
poke_icon_0382_000_uk_n_00000000_f_n^u.png	382	0	uk	n	00000000	f	n	382
poke_icon_0382_001_uk_n_00000000_f_n^u.png	382	1	uk	n	00000000	f	n	382P
poke_icon_0383_000_uk_n_00000000_f_n^u.png	383	0	uk	n	00000000	f	n	383
poke_icon_0383_001_uk_n_00000000_f_n^u.png	383	1	uk	n	00000000	f	n	383P
poke_icon_0384_000_uk_n_00000000_f_n^u.png	384	0	uk	n	00000000	f	n	384
poke_icon_0384_001_uk_n_00000000_f_n^u.png	384	1	uk	n	00000000	f	n	384M
